sentiment,message
2,"For some reason I can't seem to log into your website. Even though I've cancelled my order through online store you guys still charged my credit card. I just want someone to help me buy an item, that's all.

Jane"
2,"Hi,

I am unhappy with your payments system. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?

Jim"
4,"Good morning,

How much does shipping on Gullivers Travels and How to Win Friend and Influence People cost? Are you able to bundle them together?

Thank you,
Walter Cronkite"
5,"Can you please close my account? I am moving to Seychelles and won't have need of your service there.

Cheers,
Jane"
4,"Hello,

Thank you for all your help so far, your staff have been a delight!

Sincerely,
A satisfied customer"
4,"Hello,

How much does shipping on Lord of the Rings and How to Win Friend and Influence People cost? Are you able to bundle them together?

Thank you,
A satisfied customer"
2,"To Whom It May Concern:

What is wrong with your delivery system?! When I log in it gives me a dirty, great big error message! This happens at least once a week. This time you've gone to far! You'll be hearing from the relevant authority, you can count on it."
3,What's your return policy? I just bought How to Win Friend and Influence People for my nephew and he absolutely HATES it. Wondering if I can exchange it for The Belgariad.
0,"Hello,

What is wrong with your delivery system?! I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!"
0,"Hello,

What is wrong with your website?! I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it."
4,"To Whom It May Concern:

For some reason I can't seem to log into your shopping cart. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Could somebody please help me, I'm completely lost and don't know what to do next.

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Regards,
A satisfied customer"
0,"To Whom It May Concern:

What is wrong with your website?! Even though I've cancelled my order through website you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident."
0,"Hi,

Why does your website have to be so damn complicated? All I want to do is wash the dog, is that really so hard? This time you've gone to far! You'll be hearing from the relevant authority, you can count on it."
1,"Hello,

Why does your shopping cart have to be so damn complicated? All I want to do is browse, is that really so hard? I've had it up to here with you galahs. One more problem and I'm outa here!

Sincerely,
Kel Varnsen"
4,"To Whom It May Concern:

What's your return policy? I just bought How to Win Friend and Influence People for my nephew and he absolutely HATES it. Wondering if I can exchange it for Humble Pie by Gordon Ramsey.

A satisfied customer"
5,Can you please close my account? I am moving to Belgium and won't have need of your service there.
3,"My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?

Regards,
Pratap Chintoju"
5,"Good morning,

Thank you for all your help so far, your staff have been a delight!

"
5,"Hi,

Do you deliver internationally? I live in Paraguay and would really like to order How to Win Friend and Influence People as I can't find it anywhere here.

"
3,"Hello,

Thank you for all your help so far, your staff have been a delight!

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your payments system. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, Thank you for all your help so far, your staff have been a delight!

Sincerely,
Walter Cronkite"
1,"Your payments system is terrible. Even though I've cancelled my order through payments system you guys still charged my credit card. Give me what I want, or else! You guys are a pack of idiots.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!"
0,"To Whom It May Concern:

Your website is terrible. Even though I've cancelled my order through online store you guys still charged my credit card. If you don't fix this immediately I won't hesitate to report you to the relevant authority."
0,"I have been waiting on hold now for a week. Do you even answer your phones? You should really improve your contact center service, it blows! I just want someone to help me purchase a book, that's all."
0,"To Whom It May Concern:

Why does your payments system have to be so damn complicated? All I want to do is buy an item, is that really so hard? This time you've gone to far! You'll be hearing from the company directors, you can count on it.

Remi Francis"
3,"Can someone tell me how I go about placing an order?

Thanks"
0,"Hello,

What is wrong with your online store?! I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you monumental fuckups. One more problem and I'm outa here!"
3,"Hi,

Can someone tell me how I go about placing an order?

"
2,"What is wrong with your payments system?! When I log in it gives me a dirty, great big error message! This happens only sometimes. This time you've gone to far! You'll be hearing from the company directors, you can count on it.

"
2,"To Whom It May Concern:

My order for The Belgariad still hasn't arrived. Can you please give me an update on the status of it?

Thank you for all your help so far, your staff have been a delight!

Pratap Chintoju"
0,"I have been waiting on hold now for almost a year. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about purchase a book?"
3,"

I am unhappy with your payments system. Even though I've cancelled my order through payments system you guys still charged my credit card."
4,"Good morning,

My order for Danielle Steel's Wanderlust still hasn't arrived. Can you please give me an update on the status of it?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Regards,
Walter Cronkite"
2,"To Whom It May Concern:

For some reason I can't seem to log into your delivery system. When I log in it gives me a dirty, great big error message! This happens every week. I just want someone to help me read a book, that's all."
5,"Do you deliver internationally? I live in Mauritius and would really like to order How to Win Friend and Influence People as I can't find it anywhere here.

"
0,"Hi,

What is wrong with your contact center?! I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

"
1,"Your payments system is terrible. When I log in it gives me a dirty, great big error message! This happens every day. I've had it up to here with you lousy douchebags. One more problem and I'm outa here!"
1,"Hello,

Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens only rarely. Fix it before I call the ombudsman.

Regards,
Art Vandelay"
0,"What is wrong with your payments system?! Even though I've cancelled my order through delivery system you guys still charged my credit card. Fix it before I call the company directors.

Regards,
A very angry customer"
3,"How do I go about browse? I'm having a problem with your delivery system. I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right?.

Sincerely,
Remi Francis"
4,"Hello,

I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right? I just want someone to help me learn how to run a marathon, that's all.

Thank you for all your help so far, your staff have been a delight!

H.E. Pennypacker"
0,"Hello,

What is wrong with your shopping cart?! Even though I've cancelled my order through website you guys still charged my credit card. Give me what I want, or else! You guys are a pack of morons.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

Kel Varnsen"
3,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Can you please refund me the correct amount? I'm having a problem with your website. Even though I've cancelled my order through online store you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Remi Francis"
5,"To Whom It May Concern:

How much does shipping on Danielle Steel's Wanderlust and Humble Pie by Gordon Ramsey cost? Are you able to bundle them together?

Douglas Johnson"
4,"Hello,

How much does shipping on Humble Pie by Gordon Ramsey and The Belgariad cost? Are you able to bundle them together?

Regards,
Amber"
2,"Hi,

My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?

"
3,What's your return policy? I just bought David Allen's Getting Things Done for my nephew and he absolutely HATES it. Wondering if I can exchange it for The Belgariad.
4,"Good afternoon,

What's your return policy? I just bought Humble Pie by Gordon Ramsey for my nephew and he absolutely HATES it. Wondering if I can exchange it for Danielle Steel's Wanderlust.

"
1,"To Whom It May Concern:

I just want someone to help me make a payment, that's all. I'm having a problem with your shopping cart. Even though I've cancelled my order through website you guys still charged my credit card..

A very angry customer"
3,"Do you deliver internationally? I live in Rwanda and would really like to order Danielle Steel's Wanderlust as I can't find it anywhere here.

Thanks"
1,"Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your payments system. Even though I've cancelled my order through website you guys still charged my credit card..

Sincerely,
Pratap Chintoju"
1,"Hi,

I am unhappy with your shopping cart. Even though I've cancelled my order through online store you guys still charged my credit card.

Thanks"
1,"I have been waiting on hold now for a whole month. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service."
5,"Good afternoon,

How much does shipping on How to Win Friend and Influence People and A Tale of Two Cities by Dickins cost? Are you able to bundle them together?

Thank you,
Margaret Jefferson"
2,"Your website is terrible. Even though I've cancelled my order through online store you guys still charged my credit card. Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!

Sincerely,
Remi Francis"
5,"To Whom It May Concern:

How much does shipping on Gullivers Travels and David Allen's Getting Things Done cost? Are you able to bundle them together?

A satisfied customer"
0,"Hello,

What is wrong with your website?! When I log in it gives me a dirty, great big error message! This happens every week. I've had it up to here with you morons. One more problem and I'm outa here!"
0,"Hi,

What is wrong with your website?! Even though I've cancelled my order through contact center you guys still charged my credit card. I've had it up to here with you galahs. One more problem and I'm outa here!"
1,"To Whom It May Concern:

Why does your contact center have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Douglas Johnson"
0,"I have been waiting on hold now for 2 weeks. Do you even answer your phones? You should really improve your contact center service, it blows! I just want someone to help me browse, that's all."
1,"Hi,

Can you please refund me the correct amount? I'm having a problem with your online store. Even though I've cancelled my order through online store you guys still charged my credit card.."
0,"Hello,

Why does your payments system have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!"
2,"I have been waiting on hold now for 48 hours. Do you even answer your phones? You should really improve your contact center service, it blows! Can you please refund me the correct amount?

"
4,"Good morning,

Please close my account, I have no further need of this service. I'm having a problem with your contact center. I've been searching the store for Lord of the Rings but can't find it. It's a bestseller so I assume it has to be in stock right?.

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
H.E. Pennypacker"
4,"Good afternoon,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Kel Varnsen"
5,"Hello,

Can you please close my account? I am moving to Chad and won't have need of your service there.

Walter Cronkite"
1,"Your website is terrible. When I log in it gives me a dirty, great big error message! This happens only sometimes. Fix it before I call my lawyer."
2,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

What is wrong with your website?! Even though I've cancelled my order through payments system you guys still charged my credit card. Give me what I want, or else! You guys are a pack of galahs.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

That aside, Thank you for all your help so far, your staff have been a delight!

Regards,
Douglas Johnson"
0,"Why does your payments system have to be so damn complicated? All I want to do is buy an item, is that really so hard? This time you've gone to far! You'll be hearing from my lawyer, you can count on it."
4,"Hello,

Please close my account, I have no further need of this service. I'm having a problem with your website. Even though I've cancelled my order through delivery system you guys still charged my credit card..

Thank you for all your help so far, your staff have been a delight!

Best regards,
Douglas Johnson"
3,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

I just want someone to help me learn how to run a marathon, that's all. I'm having a problem with your delivery system. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right?.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Kel Varnsen"
4,"Hey,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?

That aside, Thank you for all your help so far, your staff have been a delight!

Jim"
3,"Hey,

I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right? How do I go about browse?"
0,"To Whom It May Concern:

Your online store is terrible. Even though I've cancelled my order through delivery system you guys still charged my credit card. I know a lot of people and I plan on telling them all about this little incident.

Regards,
Remi Francis"
5,"Hello,

How much does shipping on David Allen's Getting Things Done and Danielle Steel's Wanderlust cost? Are you able to bundle them together?

Pratap Chintoju"
2,"Hi,

I have been waiting on hold now for 1 hour. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about browse?"
3,"Hey,

I just want someone to help me buy an item, that's all. I'm having a problem with your shopping cart. When I log in it gives me a dirty, great big error message! This happens every week..

Thank you for all your help so far, your staff have been a delight!

Thanks"
1,"I just want someone to help me browse, that's all. I'm having a problem with your payments system. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right?."
1,"What is wrong with your delivery system?! Even though I've cancelled my order through online store you guys still charged my credit card. I've had it up to here with you lousy douchebags. One more problem and I'm outa here!

Sincerely,
Walter Cronkite"
2,"For some reason I can't seem to log into your shopping cart. Even though I've cancelled my order through shopping cart you guys still charged my credit card. I just want someone to help me buy an item, that's all.

Regards,
Douglas Johnson"
2,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?

That aside, Thank you for all your help so far, your staff have been a delight!

Regards,
Kel Varnsen"
1,"I am unhappy with your contact center. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right?

"
5,"Good afternoon,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

"
1,"Your website is terrible. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of morons.You better start talking sense you monumental fuckups otherwise I'm taking my business elsewhere!

Martin"
0,"

What is wrong with your delivery system?! Even though I've cancelled my order through delivery system you guys still charged my credit card. This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it.

"
4,Can you please close my account? I am moving to Israel and won't have need of your service there.
0,"To Whom It May Concern:

What is wrong with your contact center?! Even though I've cancelled my order through online store you guys still charged my credit card. Give me what I want, or else! You guys are a pack of wankers.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

Sincerely,
Kel Varnsen"
4,"Hello,

My order for Lord of the Rings still hasn't arrived. Can you please give me an update on the status of it?

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks"
5,"Good morning,

Do you deliver internationally? I live in Jamaica and would really like to order David Allen's Getting Things Done as I can't find it anywhere here.

Thank you,
H.E. Pennypacker"
5,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Best regards,
Walter Cronkite"
4,What's your return policy? I just bought A Tale of Two Cities by Dickins for my nephew and he absolutely HATES it. Wondering if I can exchange it for A Tale of Two Cities by Dickins.
0,"I have been waiting on hold now for a whole month. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

Jane"
3,"To Whom It May Concern:

Even though I've cancelled my order through website you guys still charged my credit card. I just want someone to help me buy an item, that's all.

Thank you for all your help so far, your staff have been a delight!

H.E. Pennypacker"
2,"

For some reason I can't seem to log into your contact center. When I log in it gives me a dirty, great big error message! This happens every week. Can you please refund me the correct amount?

Thanks"
2,"Hello,

For some reason I can't seem to log into your contact center. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? Can you please refund me the correct amount?"
0,"Why does your delivery system have to be so damn complicated? All I want to do is read a book, is that really so hard? I've had it up to here with you wankers. One more problem and I'm outa here!

Sincerely,
Pratap Chintoju"
1,"Hello,

Why does your contact center have to be so damn complicated? All I want to do is read a book, is that really so hard? Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you galahs otherwise I'm taking my business elsewhere!

Sincerely,
Kel Varnsen"
4,"Hi there,

I just want someone to help me purchase a book, that's all. I'm having a problem with your website. Even though I've cancelled my order through website you guys still charged my credit card..

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks,
Marcus"
0,"Hello,

I have been waiting on hold now for 10 minutes. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about teach myself to cook?"
5,Can someone tell me how I go about placing an order?
0,"Hello,

What is wrong with your website?! I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right? I know a lot of people and I plan on telling them all about this little incident."
2,"

I am unhappy with your shopping cart. When I log in it gives me a dirty, great big error message! This happens at least once a week."
5,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Best regards,
Margaret Jefferson"
5,"Hello,

What's your return policy? I just bought A Tale of Two Cities by Dickins for my nephew and he absolutely HATES it. Wondering if I can exchange it for How to Win Friend and Influence People.

Best regards,
Amber"
2,"To Whom It May Concern:

Why does your online store have to be so damn complicated? All I want to do is buy an item, is that really so hard? I've had it up to here with you galahs. One more problem and I'm outa here!"
4,"Good afternoon,

Thank you for all your help so far, your staff have been a delight!

Best regards,
Pratap Chintoju"
5,"Hi there,

How much does shipping on A Tale of Two Cities by Dickins and How to Win Friend and Influence People cost? Are you able to bundle them together?

"
5,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

Regards,
Kel Varnsen"
2,"

I am unhappy with your delivery system. I've been searching the store for Lord of the Rings but can't find it. It's a bestseller so I assume it has to be in stock right?

"
4,"Good afternoon,

Can someone tell me how I go about placing an order?

Thank you,
Art Vandelay"
0,"Why does your online store have to be so damn complicated? All I want to do is make a payment, is that really so hard? I've had it up to here with you wankers. One more problem and I'm outa here!

Regards,
Amber"
1,"Hello,

Your contact center is terrible. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you galahs. One more problem and I'm outa here!

Sincerely,
H.E. Pennypacker"
0,"To Whom It May Concern:

What is wrong with your website?! I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you idiots. One more problem and I'm outa here!

Regards,
Amber"
4,"Good afternoon,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? Can you please refund me the correct amount?

That aside, Thank you for all your help so far, your staff have been a delight!

Walter Cronkite"
3,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

Please close my account, I have no further need of this service. I'm having a problem with your website. Even though I've cancelled my order through shopping cart you guys still charged my credit card..

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Margaret Jefferson"
2,"To Whom It May Concern:

Thank you for all your help so far, your staff have been a delight!

My order for How to Win Friend and Influence People still hasn't arrived. Can you please give me an update on the status of it?

That aside, Thank you for all your help so far, your staff have been a delight!

Sincerely,
Douglas Johnson"
2,"I have been waiting on hold now for 30 mintues. Do you even answer your phones? You should really improve your contact center service, it blows! Could somebody please help me, I'm completely lost and don't know what to do next.

Martin"
4,"Hi there,

I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? I just want someone to help me purchase a book, that's all.

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks"
1,"Hello,

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your delivery system. Even though I've cancelled my order through delivery system you guys still charged my credit card.."
5,How much does shipping on The Belgariad and How to Win Friend and Influence People cost? Are you able to bundle them together?
3,"How much does shipping on Danielle Steel's Wanderlust and Danielle Steel's Wanderlust cost? Are you able to bundle them together?

Thanks"
3,"How much does shipping on A Tale of Two Cities by Dickins and Danielle Steel's Wanderlust cost? Are you able to bundle them together?

"
2,"To Whom It May Concern:

Your online store is terrible. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from the ombudsman, you can count on it.

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Sincerely,
Pratap Chintoju"
0,"Hi,

Your delivery system is terrible. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? Give me what I want, or else! You guys are a pack of morons.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!

Thanks"
1,"Can you please refund me the correct amount? I'm having a problem with your contact center. When I log in it gives me a dirty, great big error message! This happens most days..

Thanks"
3,"When I log in it gives me a dirty, great big error message! This happens most days. How do I go about read a book?

Thanks"
1,"Hi,

I have been waiting on hold now for a whole month. Do you even answer your phones? You should really improve your contact center service, it blows! I just want someone to help me purchase a book, that's all.

"
2,"Hello,

Your website is terrible. When I log in it gives me a dirty, great big error message! This happens only sometimes. I know a lot of people and I plan on telling them all about this little incident.

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
Amber"
3,"To Whom It May Concern:

For some reason I can't seem to log into your shopping cart. When I log in it gives me a dirty, great big error message! This happens only rarely. How do I go about learn how to run a marathon?

Art Vandelay"
5,"Good afternoon,

Thank you for all your help so far, your staff have been a delight!

Cheers,
Dave"
5,"Good morning,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Best regards,
Art Vandelay"
5,"Hi,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

"
0,"To Whom It May Concern:

Why does your website have to be so damn complicated? All I want to do is make a payment, is that really so hard? I know a lot of people and I plan on telling them all about this little incident.

Art Vandelay"
3,"Hello,

Can you please close my account? I am moving to Sierra Leone and won't have need of your service there.

"
4,"Hi there,

I just want someone to help me purchase a book, that's all. I'm having a problem with your payments system. I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right?.

Thank you for all your help so far, your staff have been a delight!

Thanks,
Jane"
0,"To Whom It May Concern:

Why does your shopping cart have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? Give me what I want, or else! You guys are a pack of wankers.You better start talking sense you idiots otherwise I'm taking my business elsewhere!

Sincerely,
A very angry customer"
2,"To Whom It May Concern:

My order for How to Win Friend and Influence People still hasn't arrived. Can you please give me an update on the status of it?"
0,"Hello,

What is wrong with your contact center?! When I log in it gives me a dirty, great big error message! This happens only sometimes. If you don't fix this immediately I won't hesitate to report you to my lawyer.

Sincerely,
Remi Francis"
3,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

My order for David Allen's Getting Things Done still hasn't arrived. Can you please give me an update on the status of it?

That aside, Thank you for all your help so far, your staff have been a delight!

Cheers,
Jim"
5,"Hello,

Can someone tell me how I go about placing an order?

Sincerely,
Remi Francis"
1,"Hello,

I just want someone to help me browse, that's all. I'm having a problem with your shopping cart. When I log in it gives me a dirty, great big error message! This happens every day.."
2,"To Whom It May Concern:

I just want someone to help me learn how to run a marathon, that's all. I'm having a problem with your website. I've been searching the store for Humble Pie by Gordon Ramsey but can't find it. It's a bestseller so I assume it has to be in stock right?.

Regards,
Margaret Jefferson"
4,"Hello,

Thank you for all your help so far, your staff have been a delight!

Thank you,
Margaret Jefferson"
3,"To Whom It May Concern:

For some reason I can't seem to log into your delivery system. When I log in it gives me a dirty, great big error message! This happens only sometimes. I just want someone to help me teach myself to cook, that's all.

Regards,
Walter Cronkite"
3,Can you please close my account? I am moving to Zimbabwe and won't have need of your service there.
3,"I just want someone to help me make a payment, that's all. I'm having a problem with your online store. I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right?.

Art Vandelay"
4,"Hi,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

When I log in it gives me a dirty, great big error message! This happens only sometimes. I just want someone to help me teach myself to cook, that's all.

That aside, Thank you for all your help so far, your staff have been a delight!

Martin"
3,"To Whom It May Concern:

Can someone tell me how I go about placing an order?

Sincerely,
Pratap Chintoju"
5,"Good morning,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

"
2,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Why does your online store have to be so damn complicated? All I want to do is learn how to run a marathon, is that really so hard? This time you've gone to far! You'll be hearing from the relevant authority, you can count on it.

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
Art Vandelay"
5,"Hello,

Can you please close my account? I am moving to Grenada and won't have need of your service there.

Thank you,
H.E. Pennypacker"
2,"For some reason I can't seem to log into your shopping cart. Even though I've cancelled my order through website you guys still charged my credit card. Can you please refund me the correct amount?

"
1,"I am unhappy with your website. When I log in it gives me a dirty, great big error message! This happens most days."
2,"Hello,

Thank you for all your help so far, your staff have been a delight!

I have been waiting on hold now for 3 days. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

That aside, Thank you for all your help so far, your staff have been a delight!

"
3,"Hello,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

For some reason I can't seem to log into your delivery system. Even though I've cancelled my order through delivery system you guys still charged my credit card. Can you please refund me the correct amount?

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Jane"
1,"To Whom It May Concern:

Please close my account, I have no further need of this service. I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens only sometimes.."
2,"Hello,

Your delivery system is terrible. Even though I've cancelled my order through delivery system you guys still charged my credit card. Give me what I want, or else! You guys are a pack of morons.You better start talking sense you galahs otherwise I'm taking my business elsewhere!"
3,"To Whom It May Concern:

I just want someone to help me buy an item, that's all. I'm having a problem with your contact center. When I log in it gives me a dirty, great big error message! This happens every week..

Regards,
Art Vandelay"
4,"Good afternoon,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

My order for Humble Pie by Gordon Ramsey still hasn't arrived. Can you please give me an update on the status of it?

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Remi Francis"
4,"Good morning,

Thank you for all your help so far, your staff have been a delight!

Can you please refund me the correct amount? I'm having a problem with your shopping cart. Even though I've cancelled my order through online store you guys still charged my credit card..

That aside, Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Art Vandelay"
3,"For some reason I can't seem to log into your online store. When I log in it gives me a dirty, great big error message! This happens only rarely. How do I go about purchase a book?"
0,"Hello,

I have been waiting on hold now for 30 mintues. Do you even answer your phones? You should really improve your contact center service, it blows! How do I go about teach myself to cook?"
5,"Good morning,

Can someone tell me how I go about placing an order?

Thanks"
5,"Can you please close my account? I am moving to Poland and won't have need of your service there.

Thanks"
5,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Regards,
Walter Cronkite"
2,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

What is wrong with your contact center?! I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? I know a lot of people and I plan on telling them all about this little incident.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Art Vandelay"
2,"I have been waiting on hold now for 1 hour. Do you even answer your phones? You should really improve your contact center service, it blows! Please close my account, I have no further need of this service.

"
0,"Why does your online store have to be so damn complicated? All I want to do is read a book, is that really so hard? Give me what I want, or else! You guys are a pack of monumental fuckups.You better start talking sense you lousy douchebags otherwise I'm taking my business elsewhere!

Julia"
0,"Hello,

Your website is terrible. I've been searching the store for David Allen's Getting Things Done but can't find it. It's a bestseller so I assume it has to be in stock right? This time you've gone to far! You'll be hearing from my mother-in-law, you can count on it.

Thanks"
4,"Hello,

Can someone tell me how I go about placing an order?

Thank you,
Remi Francis"
5,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Margaret Jefferson"
3,"To Whom It May Concern:

I've been searching the store for The Belgariad but can't find it. It's a bestseller so I assume it has to be in stock right? I just want someone to help me wash the dog, that's all."
0,"Hi,

What is wrong with your payments system?! Even though I've cancelled my order through contact center you guys still charged my credit card. Fix it before I call the relevant authority."
5,"Hi,

Thank you for all your help so far, your staff have been a delight!

Thanks"
5,"Hey,

Thank you for all your help so far, your staff have been a delight!

"
2,"Hello,

I am unhappy with your website. I've been searching the store for How to Win Friend and Influence People but can't find it. It's a bestseller so I assume it has to be in stock right?

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thanks"
3,"I am unhappy with your payments system. When I log in it gives me a dirty, great big error message! This happens at least once a week."
4,"Hi,

Thank you for all your help so far, your staff have been a delight!

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your online store. When I log in it gives me a dirty, great big error message! This happens only rarely..

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Thanks"
1,"To Whom It May Concern:

I just want someone to help me buy an item, that's all. I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens every time.."
